sex,age,eyes,piercings,pierced,tattoos,tattooed,glasses,sleep,study,tv,movies,movies3m,sport,entertainment,fruit,income,rent,clothes,hair,tobacco,smokes,alcohol,buy.alcohol,sendtxt,receivetxt,txts,country,status
female,20,brown,2,Yes,0,No,Yes,8,5,10,3,Yes,none,comp.vid.games,melon,50,0,20,20,0,No,0,No,20,20,Yes,China,International
female,20,brown,2,Yes,0,No,Yes,7,2,1,1,Yes,basketball,movies,other,0,34,50,300,0,No,0,No,20,20,Yes,China,International
female,24,brown,2,Yes,0,No,No,8,6,6,3,Yes,golf,meet.friends,strawberry,70,0,40,30,0,No,0,No,20,20,Yes,S.Korea,International
female,22,brown,0,No,0,No,Yes,7,15,2,3,Yes,cycling,surf.web,banana,300,120,100,0,0,No,0,No,10,20,Yes,Malaysia,International
female,25,brown,1,Yes,0,No,No,7,70,7,2,Yes,athletics,meet.friends,kiwifruit,375,185,50,100,0,No,6,Yes,20,20,Yes,Norway,International
female,20,brown,4,Yes,0,No,Yes,8,25,10,5,Yes,badminton,movies,apple,180,150,300,25,0,No,0,No,20,22,Yes,China,International
female,19,brown,0,No,0,No,No,7,20,20,5,Yes,basketball,movies,grapes,100,0,0,15,0,No,0,No,25,25,Yes,China,International
male,22,brown,0,No,0,No,Yes,7,22,1,6,Yes,table.tennis,meet.friends,banana,700,290,50,15,0,No,0,No,20,25,Yes,Saudi.Arabia,International
female,24,other,0,No,0,No,Yes,8,15,20,5,Yes,other,surf.web,orange,200,250,100,45,0,No,0,No,20,30,Yes,China,International
female,23,brown,0,No,0,No,Yes,7,40,7,3,Yes,badminton,meet.friends,banana,160,200,100,0,0,No,0,No,30,30,Yes,China,International
female,22,hazel,0,No,0,No,No,6,42,2,6,Yes,tennis,comp.vid.games,other,200,170,150,60,0,No,10,Yes,30,45,Yes,China,International
male,22,other,0,No,0,No,Yes,7,6,1,10,Yes,tennis,meet.friends,apple,500,150,200,40,0,No,50,Yes,50,50,Yes,China,International
male,20,brown,0,No,0,No,Yes,7,3,2,2,Yes,badminton,movies,grapes,300,200,50,20,0,No,0,No,50,50,Yes,HK,International
female,22,brown,5,Yes,0,No,Yes,9,15,10,5,Yes,other,movies,orange,100,0,50,30,0,No,5,Yes,50,50,Yes,S.Korea,International
female,20,other,2,Yes,0,No,No,6,10,5,5,Yes,other,movies,apple,1000,550,300,35,0,No,50,Yes,50,50,Yes,S.Korea,International
male,24,brown,0,No,0,No,Yes,5,2,2,10,Yes,soccer,movies,kiwifruit,200,100,50,10,5,Yes,5,Yes,30,50,Yes,Malaysia,International
female,22,other,0,No,0,No,No,8,35,12,1,Yes,basketball,meet.friends,blueberry,230,180,200,50,0,No,0,No,50,55,Yes,China,International
female,21,brown,0,No,0,No,Yes,7,25,3,5,Yes,other,meet.friends,apple,500,250,200,15,0,No,0,No,70,55,Yes,Syria,International
male,19,green,0,No,0,No,Yes,10,2,0,10,Yes,basketball,comp.vid.games,melon,50,350,20,20,0,No,0,No,50,60,Yes,Taiwan,International
female,19,brown,2,Yes,0,No,No,8,30,5,10,Yes,golf,movies,grapes,350,190,400,80,0,No,0,No,80,80,Yes,China,International
male,19,other,0,No,0,No,Yes,7,5,2,2,Yes,soccer,watch.sport,strawberry,500,800,200,25,0,No,0,No,100,80,Yes,HK,International
female,19,brown,2,Yes,0,No,Yes,6,6,6,4,Yes,badminton,surf.web,grapes,0,15,30,20,0,No,0,No,100,100,Yes,HK,International
female,20,brown,2,Yes,0,No,Yes,8,35,35,0,No,hockey,movies,orange,0,0,200,15,0,No,0,No,0,0,No,HK,NZ.Citizen
male,22,brown,0,No,0,No,Yes,8,10,1,0,No,none,surf.web,banana,160,0,0,15,0,No,0,No,0,0,No,New Zealand,NZ.Citizen
male,19,brown,1,Yes,1,Yes,No,6,2,10,2,Yes,rugby.league,meet.friends,strawberry,160,0,0,0,0,No,0,No,0,0,No,New Zealand,NZ.Citizen
male,20,brown,0,No,0,No,No,8,0,5,3,Yes,other,watch.sport,strawberry,190,0,0,10,0,No,0,No,0,0,No,NZ,NZ.Citizen
female,30,brown,2,Yes,0,No,Yes,9,18,2,1,Yes,none,comp.vid.games,blueberry,160,280,0,30,0,No,0,No,1,1,Yes,NZ,NZ.Citizen
female,20,blue,2,Yes,0,No,No,7,15,0,2,Yes,other,comp.vid.games,melon,160,125,10,0,0,No,0,No,1,1,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,Yes,6,6,20,0,No,tennis,comp.vid.games,apple,160,0,0,30,0,No,0,No,1,1,Yes,NZ,NZ.Citizen
male,18,blue,0,No,0,No,Yes,8,0,7,0,No,soccer,watch.sport,apple,350,0,10,10,0,No,5,Yes,1,1,Yes,NZ,NZ.Citizen
male,18,brown,0,No,0,No,Yes,7,45,8,1,Yes,other,surf.web,apple,50,0,100,20,0,No,10,Yes,1,1,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,No,7,4,0,2,Yes,badminton,comp.vid.games,apple,0,0,0,10,0,No,0,No,1,1,Yes,NZ,NZ.Citizen
male,59,blue,0,No,0,No,Yes,7,30,5,3,Yes,cycling,other,other,0,0,0,15,0,No,0,No,1,1,Yes,NZ,NZ.Citizen
male,20,blue,0,No,0,No,No,9,8,28,12,Yes,soccer,opera,other,19000,0,1000,25,0,No,0,No,20,1,Yes,Yugoslavia,NZ.Citizen
female,19,brown,0,No,0,No,Yes,7,20,14,0,No,none,read.books,apple,140,0,10,25,0,No,0,No,1,2,Yes,NZ,NZ.Citizen
female,19,brown,2,Yes,0,No,No,8,45,30,4,Yes,other,ballet,banana,40,0,10,20,0,No,0,No,2,2,Yes,NZ,NZ.Citizen
female,22,brown,2,Yes,0,No,Yes,7,11,5,0,No,basketball,read.books,banana,80,65,20,0,0,No,0,No,2,2,Yes,NZ,NZ.Citizen
female,21,blue,2,Yes,0,No,No,9,40,10,2,Yes,sailing,meet.friends,strawberry,163,115,5,20,0,No,5,Yes,4,3,Yes,Australia,NZ.Citizen
female,19,brown,2,Yes,0,No,Yes,7,25,5,3,Yes,martial.arts,meet.friends,grapes,400,100,50,30,0,No,0,No,3,3,Yes,SAfrica,NZ.Citizen
male,25,brown,0,No,0,No,Yes,9,5,0,0,No,none,surf.web,grapes,0,300,300,40,0,No,0,No,1,4,Yes,China,NZ.Citizen
male,20,brown,1,Yes,0,No,No,8,10,2,0,No,basketball,parties,melon,300,200,100,40,30,Yes,50,Yes,5,5,Yes,China,NZ.Citizen
female,19,brown,2,Yes,0,No,No,7,20,10,5,Yes,cricket,craft.activities,melon,20,0,10,20,0,No,0,No,5,5,Yes,China,NZ.Citizen
male,21,brown,0,No,0,No,Yes,8,8,0,3,Yes,soccer,meet.friends,melon,90,180,10,15,0,No,0,No,5,5,Yes,China,NZ.Citizen
male,20,brown,0,No,0,No,Yes,5,5,0,1,Yes,basketball,comp.vid.games,banana,560,200,0,10,20,Yes,30,Yes,5,5,Yes,HK,NZ.Citizen
male,21,other,0,No,0,No,No,8,5,30,1,Yes,table.tennis,comp.vid.games,strawberry,200,20,50,20,0,No,0,No,5,5,Yes,NZ,NZ.Citizen
male,18,hazel,0,No,0,No,No,7,6,2,4,Yes,cricket,surf.web,orange,200,50,20,0,0,No,2,Yes,5,5,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,Yes,9,9,10,1,Yes,tennis,comp.vid.games,other,150,0,20,18,0,No,0,No,5,5,Yes,NZ,NZ.Citizen
male,21,green,0,No,0,No,No,8,8,5,0,No,other,other,melon,300,100,100,0,0,No,20,Yes,5,5,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,No,6,0,8,7,Yes,martial.arts,movies,other,190,0,0,10,0,No,20,Yes,5,5,Yes,NZ,NZ.Citizen
male,21,brown,0,No,0,No,Yes,6,0,2,2,Yes,other,comp.vid.games,strawberry,320,0,10,20,0,No,0,No,5,5,Yes,NZ,NZ.Citizen
male,19,hazel,0,No,0,No,Yes,9,7,0,2,Yes,basketball,watch.sport,apple,280,178,30,25,0,No,15,Yes,7,5,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,Yes,9,4,15,0,No,other,comp.vid.games,melon,120,0,0,15,0,No,0,No,5,5,Yes,Taiwan,NZ.Citizen
male,22,brown,3,Yes,0,No,Yes,7,10,2,1,Yes,other,meet.friends,other,198,120,50,30,0,No,5,Yes,10,6,Yes,China,NZ.Citizen
male,20,brown,1,Yes,0,No,Yes,8,6,12,0,No,golf,comp.vid.games,orange,180,0,0,40,0,No,0,No,10,6,Yes,Taiwan,NZ.Citizen
male,24,blue,1,Yes,0,No,No,6,30,10,8,Yes,other,other,banana,1380,1000,100,190,0,No,15,Yes,7,7,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,No,7,5,9,5,Yes,soccer,watch.sport,strawberry,20,0,0,45,0,No,15,Yes,8,8,Yes,NZ,NZ.Citizen
male,25,brown,0,No,0,No,Yes,9,45,14,0,No,other,comp.vid.games,strawberry,50,0,0,15,0,No,0,No,5,9,Yes,S.Korea,NZ.Citizen
male,20,blue,0,No,0,No,Yes,7,7,18,1,Yes,cricket,watch.sport,strawberry,250,0,50,18,0,No,40,Yes,15,9,Yes,NZ,NZ.Citizen
female,21,brown,1,Yes,0,No,No,7,30,5,4,Yes,basketball,surf.web,melon,200,100,50,40,0,No,0,No,10,10,Yes,China,NZ.Citizen
male,23,brown,0,No,0,No,Yes,7,6,2,1,Yes,badminton,watch.sport,other,1000,700,20,25,0,No,15,Yes,10,10,Yes,China,NZ.Citizen
female,21,brown,2,Yes,0,No,No,7,6,20,3,Yes,other,comp.vid.games,peach,130,85,10,0,0,No,0,No,10,10,Yes,China,NZ.Citizen
female,20,brown,0,No,0,No,Yes,6,30,1,1,Yes,tennis,meet.friends,apple,60,0,20,20,0,No,0,No,10,10,Yes,Egypt,NZ.Citizen
male,20,brown,0,No,0,No,Yes,8,7,7,1,Yes,basketball,comp.vid.games,none,110,0,0,20,0,No,0,No,20,10,Yes,HK,NZ.Citizen
female,25,brown,8,Yes,0,No,Yes,7,10,10,0,No,badminton,meet.friends,other,350,0,150,50,20,Yes,80,Yes,10,10,Yes,HK,NZ.Citizen
female,20,brown,2,Yes,0,No,No,8,14,3,1,Yes,cricket,movies,melon,40,0,30,15,0,No,0,No,10,10,Yes,India,NZ.Citizen
female,22,brown,3,Yes,0,No,No,8,20,14,1,Yes,soccer,parties,blueberry,300,160,500,100,0,No,0,No,10,10,Yes,S.Korea,NZ.Citizen
female,23,other,2,Yes,0,No,Yes,7,15,2,3,Yes,tennis,movies,melon,200,130,50,30,0,No,20,Yes,10,10,Yes,S.Korea,NZ.Citizen
female,19,other,0,No,0,No,Yes,10,10,7,4,Yes,tennis,movies,other,170,0,50,25,0,No,0,No,127,10,Yes,S.Korea,NZ.Citizen
male,20,brown,0,No,0,No,Yes,7,70,2,0,No,other,meet.friends,banana,126,0,20,25,0,No,0,No,8,10,Yes,S.Korea,NZ.Citizen
female,18,blue,2,Yes,0,No,Yes,6,10,0,0,No,none,read.books,peach,300,240,20,0,0,No,15,Yes,10,10,Yes,NZ,NZ.Citizen
female,22,blue,2,Yes,0,No,Yes,6,10,10,4,Yes,none,meet.friends,blueberry,300,150,100,100,0,No,20,Yes,10,10,Yes,NZ,NZ.Citizen
female,20,brown,2,Yes,0,No,Yes,8,10,3,5,Yes,martial.arts,read.books,apricot,153,0,50,30,0,No,5,Yes,15,10,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,No,7,30,14,3,Yes,soccer,comp.vid.games,apple,0,0,5,0,0,No,0,No,10,10,Yes,NZ,NZ.Citizen
female,18,brown,8,Yes,2,Yes,Yes,7,10,8,0,No,netball,surf.web,grapes,80,0,30,25,0,No,0,No,10,10,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,No,8,10,5,1,Yes,hockey,meet.friends,strawberry,200,140,50,15,0,No,0,No,10,10,Yes,NZ,NZ.Citizen
male,22,blue,0,No,0,No,No,9,3,5,3,Yes,basketball,comp.vid.games,strawberry,800,200,200,20,0,No,20,Yes,10,10,Yes,NZ,NZ.Citizen
female,19,blue,0,No,1,Yes,No,7,4,21,0,No,hockey,meet.friends,strawberry,160,170,50,40,0,No,50,Yes,10,10,Yes,NZ,NZ.Citizen
female,20,brown,2,Yes,0,No,Yes,9,10,5,4,Yes,netball,parties,strawberry,130,0,250,250,0,No,50,Yes,10,10,Yes,NZ,NZ.Citizen
male,20,blue,0,No,0,No,No,7,10,2,2,Yes,tennis,watch.sport,strawberry,250,200,0,20,0,No,50,Yes,10,10,Yes,NZ,NZ.Citizen
male,22,brown,0,No,0,No,Yes,9,2,10,4,Yes,tennis,comp.vid.games,other,0,0,15,0,0,No,0,No,5,10,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,No,7,20,15,0,No,tennis,other,apple,150,0,100,0,0,No,0,No,10,10,Yes,NZ,NZ.Citizen
female,22,brown,0,No,0,No,No,7,40,5,1,Yes,badminton,read.books,blueberry,250,200,50,0,0,No,0,No,10,10,Yes,NZ,NZ.Citizen
female,20,blue,14,Yes,3,Yes,No,8,10,15,5,Yes,soccer,other,other,350,0,100,100,0,No,50,Yes,10,10,Yes,NZ,NZ.Citizen
female,21,brown,2,Yes,2,Yes,Yes,7,2,1,0,No,other,parties,banana,200,0,100,0,20,Yes,50,Yes,10,10,Yes,NZ,NZ.Citizen
male,18,brown,0,No,0,No,No,6,10,5,1,Yes,basketball,comp.vid.games,peach,200,0,0,10,0,No,0,No,10,10,Yes,Philippines,NZ.Citizen
male,19,brown,0,No,0,No,No,10,1,1,2,Yes,other,meet.friends,other,198,0,5,30,0,No,0,No,10,10,Yes,Taiwan,NZ.Citizen
female,19,brown,2,Yes,0,No,No,8,4,3,3,Yes,netball,parties,banana,0,180,220,80,0,No,30,Yes,10,12,Yes,NZ,NZ.Citizen
female,21,brown,2,Yes,0,No,Yes,6,10,4,0,No,badminton,surf.web,melon,150,0,50,8,0,No,0,No,20,15,Yes,China,NZ.Citizen
male,18,other,1,Yes,0,No,Yes,9,25,3,0,No,other,movies,orange,150,100,200,50,30,Yes,30,Yes,20,15,Yes,China,NZ.Citizen
male,21,brown,0,No,0,No,Yes,8,7,0,0,No,basketball,comp.vid.games,melon,160,100,50,15,0,No,5,Yes,20,15,Yes,China,NZ.Citizen
male,27,brown,0,No,0,No,No,12,6,1,7,Yes,other,surf.web,strawberry,1000,350,50,10,5,Yes,100,Yes,5,15,Yes,India,NZ.Citizen
male,19,brown,1,Yes,1,Yes,Yes,8,14,7,15,Yes,other,other,strawberry,470,165,50,25,14,Yes,0,No,15,15,Yes,S.Korea,NZ.Citizen
female,18,brown,0,No,0,No,Yes,5,26,14,1,Yes,soccer,read.books,apple,165,0,50,25,0,No,0,No,10,15,Yes,S.Korea,NZ.Citizen
female,19,blue,2,Yes,0,No,No,8,4,4,1,Yes,tennis,live.mod.music,blueberry,260,100,300,50,0,No,30,Yes,15,15,Yes,NZ,NZ.Citizen
female,23,brown,5,Yes,0,No,No,9,24,10,0,No,badminton,other,grapes,126,0,50,10,0,No,0,No,30,15,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,No,8,16,7,1,Yes,basketball,live.mod.music,strawberry,260,150,75,0,0,No,15,Yes,10,15,Yes,NZ,NZ.Citizen
female,21,green,0,No,0,No,No,7,6,3,1,Yes,other,meet.friends,grapes,400,165,100,60,0,No,15,Yes,15,15,Yes,NZ,NZ.Citizen
female,20,blue,2,Yes,0,No,Yes,7,40,3,2,Yes,netball,meet.friends,strawberry,250,0,600,60,0,No,20,Yes,15,15,Yes,NZ,NZ.Citizen
female,19,blue,2,Yes,0,No,No,8,6,8,2,Yes,other,meet.friends,strawberry,350,0,500,75,0,No,20,Yes,15,15,Yes,NZ,NZ.Citizen
male,18,green,0,No,0,No,No,7,14,10,7,Yes,soccer,watch.sport,banana,250,156,50,22,0,No,50,Yes,15,15,Yes,UK,NZ.Citizen
male,19,blue,0,No,0,No,No,7,4,4,1,Yes,rugby.union,parties,melon,80,0,90,15,0,No,120,Yes,15,15,Yes,UK,NZ.Citizen
female,20,brown,0,No,0,No,Yes,6,5,20,3,Yes,netball,read.books,grapes,160,0,20,35,0,No,0,No,20,16,Yes,HK,NZ.Citizen
male,20,blue,0,No,1,Yes,No,6,20,20,1,Yes,soccer,live.mod.music,apricot,160,125,1,0,10,Yes,20,Yes,20,20,Yes,Australia,NZ.Citizen
female,21,brown,0,No,0,No,Yes,7,7,3,2,Yes,golf,read.books,melon,100,0,50,40,0,No,0,No,20,20,Yes,China,NZ.Citizen
female,21,brown,0,No,0,No,Yes,8,2,3,2,Yes,badminton,craft.activities,other,186,0,30,120,0,No,0,No,20,20,Yes,China,NZ.Citizen
male,22,brown,0,No,0,No,Yes,7,0,0,10,Yes,cricket,meet.friends,strawberry,400,0,60,15,0,No,0,No,20,20,Yes,China,NZ.Citizen
female,21,brown,4,Yes,0,No,Yes,8,20,10,0,No,badminton,meet.friends,peach,200,0,100,30,0,No,0,No,30,20,Yes,China,NZ.Citizen
male,23,other,0,No,0,No,Yes,7,35,0,2,Yes,table.tennis,orchestra,other,220,160,0,30,0,No,0,No,20,20,Yes,China,NZ.Citizen
female,19,hazel,2,Yes,0,No,Yes,7,10,7,4,Yes,netball,parties,melon,300,155,200,50,0,No,15,Yes,20,20,Yes,England,NZ.Citizen
female,20,blue,2,Yes,0,No,No,8,10,7,4,Yes,tennis,parties,melon,158,70,20,0,0,No,15,Yes,20,20,Yes,England,NZ.Citizen
female,19,brown,4,Yes,0,No,No,7,35,3,5,Yes,tennis,meet.friends,orange,0,0,40,50,0,No,0,No,20,20,Yes,India,NZ.Citizen
female,21,brown,2,Yes,0,No,No,8,12,10,3,Yes,soccer,meet.friends,apricot,126,40,100,30,0,No,0,No,20,20,Yes,Iraq,NZ.Citizen
male,23,brown,0,No,0,No,Yes,8,10,1,1,Yes,boxing,comp.vid.games,apple,200,100,50,30,0,No,0,No,20,20,Yes,S.Korea,NZ.Citizen
female,19,brown,2,Yes,0,No,Yes,7,10,2,2,Yes,badminton,meet.friends,other,240,150,30,25,0,No,0,No,20,20,Yes,S.Korea,NZ.Citizen
male,20,brown,2,Yes,0,No,Yes,8,10,5,5,Yes,soccer,watch.sport,grapes,200,100,50,25,40,Yes,60,Yes,20,20,Yes,S.Korea,NZ.Citizen
female,19,brown,0,No,0,No,No,9,32,1,1,Yes,netball,meet.friends,melon,206,100,50,25,0,No,0,No,20,20,Yes,NZ,NZ.Citizen
male,20,blue,1,Yes,0,No,No,7,14,7,1,Yes,other,parties,blueberry,250,0,100,30,0,No,20,Yes,20,20,Yes,NZ,NZ.Citizen
female,21,brown,2,Yes,0,No,Yes,6,15,3,2,Yes,cricket,movies,strawberry,100,0,40,20,0,No,0,No,35,20,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,Yes,9,0,7,1,Yes,soccer,watch.sport,grapes,120,0,0,15,0,No,0,No,20,20,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,No,8,6,10,2,Yes,soccer,meet.friends,peach,100,0,50,12,0,No,0,No,20,20,Yes,NZ,NZ.Citizen
female,20,blue,2,Yes,0,No,No,8,10,25,5,Yes,martial.arts,comp.vid.games,strawberry,100,0,30,35,0,No,0,No,20,20,Yes,NZ,NZ.Citizen
female,18,green,2,Yes,0,No,No,7,8,3,20,Yes,tennis,meet.friends,strawberry,120,0,50,25,0,No,0,No,20,20,Yes,NZ,NZ.Citizen
female,20,green,2,Yes,0,No,No,9,12,3,2,Yes,tennis,meet.friends,raspberry,150,0,100,60,0,No,10,Yes,20,20,Yes,NZ,NZ.Citizen
female,19,green,3,Yes,0,No,No,9,10,10,3,Yes,netball,meet.friends,strawberry,100,0,70,45,0,No,10,Yes,20,20,Yes,NZ,NZ.Citizen
female,18,green,2,Yes,0,No,No,9,30,3,0,No,other,movies,apricot,345,193,150,25,0,No,20,Yes,25,20,Yes,NZ,NZ.Citizen
male,19,blue,0,No,1,Yes,No,9,10,3,3,Yes,rugby.league,parties,apple,150,0,20,0,0,No,40,Yes,20,20,Yes,NZ,NZ.Citizen
male,27,hazel,0,No,0,No,No,8,20,10,0,No,other,parties,strawberry,500,200,100,0,0,No,40,Yes,20,20,Yes,NZ,NZ.Citizen
female,20,brown,2,Yes,0,No,No,6,10,5,2,Yes,other,other,strawberry,250,110,50,30,0,No,0,No,30,20,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,Yes,8,14,15,5,Yes,golf,comp.vid.games,orange,300,0,200,40,0,No,0,No,20,20,Yes,Singapore,NZ.Citizen
female,22,brown,0,No,0,No,Yes,8,1,2,6,Yes,badminton,meet.friends,strawberry,300,0,300,30,0,No,10,Yes,20,20,Yes,Taiwan,NZ.Citizen
male,20,other,0,No,0,No,Yes,7,12,1,3,Yes,cricket,meet.friends,orange,290,120,50,15,0,No,10,Yes,25,25,Yes,Bangladesh,NZ.Citizen
female,22,brown,2,Yes,0,No,Yes,8,6,4,6,Yes,tennis,meet.friends,strawberry,200,150,300,40,0,No,20,Yes,20,25,Yes,China,NZ.Citizen
female,20,brown,1,Yes,0,No,No,8,4,4,5,Yes,none,meet.friends,melon,200,0,100,55,0,No,0,No,20,25,Yes,China,NZ.Citizen
male,23,brown,0,No,0,No,Yes,7,1,2,6,Yes,basketball,comp.vid.games,melon,300,200,300,40,0,No,10,Yes,20,25,Yes,China,NZ.Citizen
female,22,brown,4,Yes,0,No,Yes,7,6,20,4,Yes,cricket,meet.friends,strawberry,50,0,300,35,0,No,12,Yes,25,25,Yes,Fiji,NZ.Citizen
female,21,brown,2,Yes,0,No,No,10,4,10,2,Yes,badminton,meet.friends,strawberry,100,0,150,35,0,No,0,No,30,25,Yes,HK,NZ.Citizen
female,20,hazel,0,No,0,No,No,9,10,30,4,Yes,netball,parties,strawberry,160,0,40,60,0,No,40,Yes,20,25,Yes,NZ,NZ.Citizen
female,20,blue,2,Yes,1,Yes,No,9,3,5,2,Yes,soccer,meet.friends,strawberry,350,150,300,60,0,No,30,Yes,20,25,Yes,NZ,NZ.Citizen
female,19,brown,0,No,0,No,Yes,9,14,20,3,Yes,none,comp.vid.games,strawberry,160,0,40,25,0,No,0,No,25,25,Yes,NZ,NZ.Citizen
male,19,hazel,0,No,0,No,No,8,8,10,2,Yes,other,comp.vid.games,banana,50,0,0,0,0,No,20,Yes,20,25,Yes,NZ,NZ.Citizen
female,20,brown,0,No,0,No,Yes,7,7,3,3,Yes,netball,meet.friends,strawberry,250,190,20,20,0,No,10,Yes,25,25,Yes,NZ,NZ.Citizen
male,19,hazel,2,Yes,2,Yes,Yes,8,10,16,3,Yes,soccer,watch.sport,banana,100,0,40,12,0,No,0,No,35,30,Yes,Canada,NZ.Citizen
male,21,other,0,No,0,No,Yes,8,20,10,3,Yes,basketball,comp.vid.games,apple,198,100,50,10,0,No,0,No,20,30,Yes,China,NZ.Citizen
female,20,brown,0,No,0,No,Yes,8,30,3,2,Yes,soccer,meet.friends,melon,30,0,20,15,0,No,0,No,30,30,Yes,China,NZ.Citizen
male,21,brown,0,No,0,No,No,9,4,6,1,Yes,other,comp.vid.games,banana,225,100,30,25,0,No,5,Yes,30,30,Yes,China,NZ.Citizen
female,19,brown,0,No,0,No,Yes,8,3,10,4,Yes,basketball,comp.vid.games,melon,0,0,100,50,0,No,0,No,30,30,Yes,China,NZ.Citizen
female,26,brown,0,No,0,No,No,8,10,40,0,No,soccer,meet.friends,banana,152,100,50,120,0,No,0,No,30,30,Yes,Fiji,NZ.Citizen
female,19,brown,2,Yes,0,No,No,8,12,10,10,Yes,none,parties,melon,0,0,150,35,0,No,20,Yes,20,30,Yes,Fiji,NZ.Citizen
female,22,brown,2,Yes,0,No,Yes,6,0,40,16,Yes,none,movies,strawberry,0,0,1000,100,0,No,20,Yes,30,30,Yes,HK,NZ.Citizen
male,20,brown,0,No,0,No,Yes,8,15,7,1,Yes,basketball,movies,melon,100,0,150,36,0,No,50,Yes,25,30,Yes,HK,NZ.Citizen
male,19,brown,0,No,0,No,No,6,42,1,2,Yes,badminton,comp.vid.games,other,80,0,0,15,0,No,20,Yes,0,30,Yes,HK,NZ.Citizen
female,23,brown,2,Yes,0,No,No,8,6,12,3,Yes,badminton,movies,strawberry,186,150,40,30,0,No,30,Yes,30,30,Yes,S.Korea,NZ.Citizen
female,19,brown,2,Yes,0,No,Yes,6,15,10,1,Yes,basketball,movies,apple,180,0,30,100,0,No,0,No,30,30,Yes,S.Korea,NZ.Citizen
female,23,brown,2,Yes,0,No,Yes,7,6,2,10,Yes,other,movies,other,150,80,20,20,0,No,0,No,30,30,Yes,S.Korea,NZ.Citizen
male,19,brown,2,Yes,0,No,Yes,8,35,6,3,Yes,basketball,comp.vid.games,apple,130,0,40,20,0,No,40,Yes,30,30,Yes,S.Korea,NZ.Citizen
male,21,other,0,No,0,No,No,7,10,0,0,No,soccer,surf.web,peach,125,0,40,20,0,No,10,Yes,30,30,Yes,S.Korea,NZ.Citizen
female,19,green,0,No,0,No,Yes,8,20,10,5,Yes,tennis,comp.vid.games,strawberry,210,0,100,45,0,No,1,Yes,30,30,Yes,NZ,NZ.Citizen
female,20,brown,2,Yes,0,No,Yes,8,20,6,2,Yes,rugby.league,read.books,other,100,0,100,50,0,No,20,Yes,30,30,Yes,NZ,NZ.Citizen
female,18,brown,4,Yes,0,No,No,8,4,10,5,Yes,netball,parties,strawberry,200,124,50,25,0,No,30,Yes,30,30,Yes,NZ,NZ.Citizen
female,19,blue,5,Yes,0,No,Yes,8,14,7,2,Yes,netball,meet.friends,other,100,0,150,60,0,No,20,Yes,25,30,Yes,NZ,NZ.Citizen
female,19,blue,2,Yes,0,No,Yes,9,18,1,2,Yes,badminton,meet.friends,other,350,112,80,25,0,No,0,No,28,30,Yes,NZ,NZ.Citizen
male,19,hazel,0,No,0,No,Yes,7,20,10,4,Yes,basketball,comp.vid.games,apricot,100,0,50,15,0,No,0,No,30,30,Yes,NZ,NZ.Citizen
female,18,brown,3,Yes,0,No,Yes,8,5,0,0,No,badminton,other,strawberry,50,0,10,15,0,No,0,No,30,30,Yes,NZ,NZ.Citizen
female,25,brown,0,No,0,No,No,8,40,4,2,Yes,tennis,movies,peach,240,150,120,0,0,No,5,Yes,30,30,Yes,NZ,NZ.Citizen
female,19,green,2,Yes,0,No,No,10,25,20,6,Yes,tennis,movies,other,60,0,40,30,0,No,10,Yes,30,30,Yes,NZ,NZ.Citizen
male,20,blue,0,No,0,No,No,8,7,1,2,Yes,other,other,blueberry,200,0,200,0,0,No,30,Yes,30,30,Yes,NZ,NZ.Citizen
female,20,hazel,7,Yes,2,Yes,Yes,8,5,8,1,Yes,other,meet.friends,strawberry,250,150,20,45,0,No,30,Yes,30,30,Yes,NZ,NZ.Citizen
female,21,blue,2,Yes,1,Yes,Yes,6,10,5,4,Yes,netball,meet.friends,strawberry,450,0,230,240,0,No,30,Yes,25,30,Yes,NZ,NZ.Citizen
male,19,blue,0,No,0,No,No,9,2,10,2,Yes,soccer,meet.friends,strawberry,100,0,0,20,0,No,20,Yes,30,30,Yes,NZ,NZ.Citizen
male,20,blue,1,Yes,0,No,No,10,1,1,3,Yes,soccer,meet.friends,other,250,0,30,0,0,No,25,Yes,25,30,Yes,NZ,NZ.Citizen
female,19,green,0,No,0,No,No,8,10,15,6,Yes,none,live.mod.music,other,126,25,200,50,0,No,12,Yes,25,30,Yes,NZ,NZ.Citizen
female,18,brown,0,No,0,No,No,7,5,1,3,Yes,rugby.union,movies,orange,90,0,50,20,0,No,0,No,30,30,Yes,Saudi.Arabia,NZ.Citizen
